Amount,Country,Offer ID,Tag,Time
$0.16,KR,#d3bd2e,#mainstream,2018-06-26 16:31:00
$0.19,GH,#f42962,#mainstream,2018-06-26 16:31:00
$0.06,US,#551005,#mainstream,2018-06-26 16:31:00
$0.06,PK,#7b0e3b,#aggressive,2018-06-26 16:31:00
$0.06,FR,#5fa94d,#mainstream,2018-06-26 16:31:00
$0.02,US,#746d92,#adult,2018-06-26 16:31:00
$0.46,RU,#566132,#mainstream,2018-06-26 16:31:00
$0.10,BY,#f0c358,#mainstream,2018-06-26 16:31:00
$0.02,TH,#0d5d26,#adult,2018-06-26 16:31:00
$0.24,TW,#9c570e,#mainstream,2018-06-26 16:31:00
$0.16,SY,#eab3d9,#aggressive,2018-06-26 16:31:00
$0.08,LY,#eab3d9,#aggressive,2018-06-26 16:31:00
$0.05,UA,#f0c358,#mainstream,2018-06-26 16:31:00
$0.56,IT,#9f185e,#aggressive,2018-06-26 16:31:00
$0.12,DZ,#eab3d9,#aggressive,2018-06-26 16:31:00
$0.06,DZ,#7b0e3b,#aggressive,2018-06-26 16:31:00
$1.70,GB,#eea971,#mainstream_desktop,2018-06-26 16:31:00
$0.12,IN,#f61e28,#mainstream,2018-06-26 16:31:00
